"CID10","OPC","CAT","SUBCAT","DESCR","RESTRSEXO"
"I792","*","N","S","I79.2 Angiopatia periferica em doenc COP","5"
"I798","*","N","S","I79.8 Outr transt arter arteriolas capil doenc COP","5"
"I80","","S","N","I80   Flebite e tromboflebite","5"
"I800","","N","S","I80.0 Flebite tromboflebite vasos superf membr inf","5"
"I801","","N","S","I80.1 Flebite e tromboflebite da veia femural","5"
"I802","","N","S","I80.2 Flebite trombofleb outr vasos prof membr inf","5"
"I803","","N","S","I80.3 Flebite e tromboflebite dos membros infer NE","5"
"I808","","N","S","I80.8 Flebite e tromboflebite de outr localiz","5"
"I809","","N","S","I80.9 Flebite e tromboflebite de localiz NE","5"
"I81","","S","S","I81   Trombose da veia porta","5"
"I82","","S","N","I82   Outr embolia e trombose venosas","5"
"I820","","N","S","I82.0 Sindr de Budd-Chiari","5"
"I821","","N","S","I82.1 Tromboflebite migratoria","5"
"I822","","N","S","I82.2 Embolia e trombose de veia cava","5"
"I823","","N","S","I82.3 Embolia e trombose de veia renal","5"
"I828","","N","S","I82.8 Embolia e trombose de outr veias espec","5"
"I829","","N","S","I82.9 Embolia e trombose venosas de veia NE","5"
"I83","","S","N","I83   Varizes dos membros infer","5"
"I830","","N","S","I83.0 Varizes dos membros infer c/ulcera","5"
"I831","","N","S","I83.1 Varizes dos membros infer c/inflam","5"
"I832","","N","S","I83.2 Varizes membros infer c/ulcera e inflam","5"
"I839","","N","S","I83.9 Varizes membros infer s/ulcera ou inflam","5"
"I84","","S","N","I84   Hemorroidas","5"
"I840","","N","S","I84.0 Hemorroidas internas trombosadas","5"
"I841","","N","S","I84.1 Hemorroidas internas c/outr complic","5"
"I842","","N","S","I84.2 Hemorroidas internas s/complic","5"
"I843","","N","S","I84.3 Hemorroidas externas trombosadas","5"
"I844","","N","S","I84.4 Hemorroidas externas c/outr complic","5"
"I845","","N","S","I84.5 Hemorroidas externas s/complic","5"
"I846","","N","S","I84.6 Plicomas hemorroidarios residuais","5"
"I847","","N","S","I84.7 Hemorroidas trombosadas NE","5"
"I848","","N","S","I84.8 Hemorroidas NE c/outr complic","5"
"I849","","N","S","I84.9 Hemorroidas s/complic NE","5"
"I85","","S","N","I85   Varizes esofagianas","5"
"I850","","N","S","I85.0 Varizes esofagianas sangrantes","5"
"I859","","N","S","I85.9 Varizes esofagianas s/sangramento","5"
"I86","","S","N","I86   Varizes de outr localiz","5"
"I860","","N","S","I86.0 Varizes sublinguais","5"
"I861","","N","S","I86.1 Varizes escrotais","1"
"I862","","N","S","I86.2 Varizes pelvicas","5"
"I863","","N","S","I86.3 Varizes da vulva","3"
"I864","","N","S","I86.4 Varizes gastricas","5"
"I868","","N","S","I86.8 Varizes de outr localiz espec","5"
"I87","","S","N","I87   Outr transt das veias","5"
"I870","","N","S","I87.0 Sindr pos-flebite","5"
"I871","","N","S","I87.1 Compressao venosa","5"
"I872","","N","S","I87.2 Insuf venosa","5"
"I878","","N","S","I87.8 Outr transt venosos espec","5"
"I879","","N","S","I87.9 Transt venoso NE","5"
"I88","","S","N","I88   Linfadenite inespecifica","5"
"I880","","N","S","I88.0 Linfadenite mesenterica nao especifica","5"
"I881","","N","S","I88.1 Linfadenite cronica exceto a mesenterica","5"
"I888","","N","S","I88.8 Outr linfadenites inespecificas","5"
"I889","","N","S","I88.9 Linfadenite NE","5"
"I89","","S","N","I89   Outr transt nao-infecc vasos linf gangl linf","5"
"I890","","N","S","I89.0 Linfedema NCOP","5"
"I891","","N","S","I89.1 Linfangite","5"
"I898","","N","S","I89.8 Out transt n-inf espec vasos linf gangl linf","5"
"I899","","N","S","I89.9 Transt nao-infecc vasos linf gangl linf NE","5"
"I95","","S","N","I95   Hipotensao","5"
"I950","","N","S","I95.0 Hipotensao idiopatica","5"
"I951","","N","S","I95.1 Hipotensao ortostatica","5"
"I952","","N","S","I95.2 Hipotensao dev drogas","5"
"I958","","N","S","I95.8 Outr tipos de hipotensao","5"
"I959","","N","S","I95.9 Hipotensao NE","5"
"I97","","S","N","I97   Transt aparelho circulat subseq proced NCOP","5"
"I970","","N","S","I97.0 Sindr pos-cardiotomia","5"
"I971","","N","S","I97.1 Outr disturb func subseq cirurgia cardiaca","5"
"I972","","N","S","I97.2 Sindr do linfedema pos-mastectomia","5"
"I978","","N","S","I97.8 Outr transt ap circulat subseq proced NCOP","5"
"I979","","N","S","I97.9 Transt aparelho circulat subseq proced NE","5"
"I98","*","S","N","I98   Outr transt aparelho circulatorio doenc COP","5"
"I980","*","N","S","I98.0 Sifilis cardiovascular","5"
"I981","*","N","S","I98.1 Transt cardiovasc outr doenc inf parasit COP","5"
"I982","*","N","S","I98.2 Varizes esofagianas em doenc COP","5"
"I988","*","N","S","I98.8 Outr transt espec ap circulat doenc COP","5"
"I99","","S","S","I99   Outr transt do aparelho circulatorio e os NE","5"
"J00","","S","S","J00   Nasofaringite aguda","5"
"J01","","S","N","J01   Sinusite aguda","5"
"J010","","N","S","J01.0 Sinusite maxilar aguda","5"
"J011","","N","S","J01.1 Sinusite frontal aguda","5"
"J012","","N","S","J01.2 Sinusite etmoidal aguda","5"
"J013","","N","S","J01.3 Sinusite esfenoidal aguda","5"
"J014","","N","S","J01.4 Pansinusite aguda","5"
"J018","","N","S","J01.8 Outr sinusites agudas","5"
"J019","","N","S","J01.9 Sinusite aguda NE","5"
"J02","","S","N","J02   Faringite aguda","5"
"J020","","N","S","J02.0 Faringite estreptococica","5"
"J028","","N","S","J02.8 Faringite aguda dev outr microorg espec","5"
"J029","","N","S","J02.9 Faringite aguda NE","5"
"J03","","S","N","J03   Amigdalite aguda","5"
"J030","","N","S","J03.0 Amigdalite estreptococica","5"
"J038","","N","S","J03.8 Amigdalite aguda dev outr microorg espec","5"
"J039","","N","S","J03.9 Amigdalite aguda NE","5"
"J04","","S","N","J04   Laringite e traqueite agudas","5"
"J040","","N","S","J04.0 Laringite aguda","5"
"J041","","N","S","J04.1 Traqueite aguda","5"
"J042","","N","S","J04.2 Laringotraqueite aguda","5"
"J05","","S","N","J05   Laringite obstrutiva aguda e epiglotite","5"
"J050","","N","S","J05.0 Laringite obstrutiva aguda","5"
"J051","","N","S","J05.1 Epiglotite aguda","5"
"J06","","S","N","J06   Infecc agudas vias aereas super loc mult NE","5"
"J060","","N","S","J06.0 Laringofaringite aguda","5"
"J068","","N","S","J06.8 Outr infecc agudas vias aereas sup loc mult","5"
"J069","","N","S","J06.9 Infecc aguda das vias aereas super NE","5"
"J10","","S","N","J10   Influenza dev virus influenza identificado","5"
"J100","","N","S","J10.0 Influenza c/pneum dev virus influenza ident","5"
"J101","","N","S","J10.1 Influenz c/out manif resp dev vir infl ident","5"
"J108","","N","S","J10.8 Influenza c/outr manif dev virus infl ident","5"
"J11","","S","N","J11   Influenza dev virus nao identificado","5"
"J110","","N","S","J11.0 Influenza c/pneumonia dev virus nao ident","5"
"J111","","N","S","J11.1 Influenza c/out manif resp dev virus n ident","5"
"J118","","N","S","J11.8 Influenza c/outr manif dev virus nao ident","5"
"J12","","S","N","J12   Pneumonia viral NCOP","5"
"J120","","N","S","J12.0 Pneumonia dev adenovirus","5"
"J121","","N","S","J12.1 Pneumonia dev virus respirat sincicial","5"
"J122","","N","S","J12.2 Pneumonia dev parainfluenza","5"
"J128","","N","S","J12.8 Outr pneumonias virais","5"
"J129","","N","S","J12.9 Pneumonia viral NE","5"
"J13","","S","S","J13   Pneumonia dev Streptococcus pneumoniae","5"
"J14","","S","S","J14   Pneumonia dev Haemophilus infuenzae","5"
"J15","","S","N","J15   Pneumonia bacter NCOP","5"
"J150","","N","S","J15.0 Pneumonia dev Klebsiella pneumoniae","5"
"J151","","N","S","J15.1 Pneumonia dev Pseudomonas","5"
"J152","","N","S","J15.2 Pneumonia dev Staphylococcus","5"
"J153","","N","S","J15.3 Pneumonia dev Streptococcus do grupo B","5"
"J154","","N","S","J15.4 Pneumonia dev outr estreptococos","5"
"J155","","N","S","J15.5 Pneumonia dev Escherichia coli","5"
"J156","","N","S","J15.6 Pneumonia dev outr bact aerobicas gram-neg","5"
"J157","","N","S","J15.7 Pneumonia dev Mycoplasma pneumoniae","5"
"J158","","N","S","J15.8 Outr pneumonias bacter","5"
"J159","","N","S","J15.9 Pneumonia bacter NE","5"
"J16","","S","N","J16   Pneumonia dev out microorg infecc espec NCOP","5"
"J160","","N","S","J16.0 Pneumonia dev clamidias","5"
"J168","","N","S","J16.8 Pneumonia dev outr microorg infecc espec","5"
"J17","*","S","N","J17   Pneumonia em doenc COP","5"
"J170","*","N","S","J17.0 Pneumonia em doenc bacter COP","5"
"J171","*","N","S","J17.1 Pneumonia em doenc virais COP","5"
"J172","*","N","S","J17.2 Pneumonia em micoses COP","5"
"J173","*","N","S","J17.3 Pneumonia em doenc parasit COP","5"
"J178","*","N","S","J17.8 Pneumonia em outr doenc COP","5"
"J18","","S","N","J18   Pneumonia p/microorg NE","5"
"J180","","N","S","J18.0 Broncopneumonia NE","5"
"J181","","N","S","J18.1 Pneumonia lobar NE","5"
"J182","","N","S","J18.2 Pneumonia hipostatica NE","5"
"J188","","N","S","J18.8 Outr pneumonias dev microorg NE","5"
"J189","","N","S","J18.9 Pneumonia NE","5"
"J20","","S","N","J20   Bronquite aguda","5"
"J200","","N","S","J20.0 Bronquite aguda dev Mycoplasma pneumoniae","5"
"J201","","N","S","J20.1 Bronquite aguda dev Haemophilus influenzae","5"
"J202","","N","S","J20.2 Bronquite aguda dev estreptococos","5"
"J203","","N","S","J20.3 Bronquite aguda dev virus Coxsackie","5"
"J204","","N","S","J20.4 Bronquite aguda dev virus parainfluenza","5"
"J205","","N","S","J20.5 Bronquite aguda dev virus sincicial respirat","5"
"J206","","N","S","J20.6 Bronquite aguda dev rinovirus","5"
"J207","","N","S","J20.7 Bronquite aguda dev echovirus","5"
"J208","","N","S","J20.8 Bronquite aguda dev outr microorg espec","5"
"J209","","N","S","J20.9 Bronquite aguda NE","5"
"J21","","S","N","J21   Bronquiolite aguda","5"
"J210","","N","S","J21.0 Bronquiolite aguda dev virus sincicial resp","5"
"J218","","N","S","J21.8 Bronquiolite aguda dev outr microorg espec","5"
"J219","","N","S","J21.9 Bronquite aguda NE","5"
"J22","","S","S","J22   Infecc agudas NE das vias aereas infer","5"
"J30","","S","N","J30   Rinite alergica e vasomotora","5"
"J300","","N","S","J30.0 Rinite vasomotora","5"
"J301","","N","S","J30.1 Rinite alergica dev polen","5"
"J302","","N","S","J30.2 Outr rinites alergicas sazonais","5"
"J303","","N","S","J30.3 Outr rinites alergicas","5"
"J304","","N","S","J30.4 Rinite alergica NE","5"
"J31","","S","N","J31   Rinite nasofaringite e faringite cronicas","5"
"J310","","N","S","J31.0 Rinite cronica","5"
"J311","","N","S","J31.1 Nasofaringite cronica","5"
"J312","","N","S","J31.2 Faringite cronica","5"
"J32","","S","N","J32   Sinusite cronica","5"
"J320","","N","S","J32.0 Sinusite maxilar cronica","5"
"J321","","N","S","J32.1 Sinusite frontal cronica","5"
"J322","","N","S","J32.2 Sinusite etmoidal cronica","5"
"J323","","N","S","J32.3 Sinusite esfenoidal cronica","5"
"J324","","N","S","J32.4 Pansinusite cronica","5"
"J328","","N","S","J32.8 Outr sinusites cronicas","5"
"J329","","N","S","J32.9 Sinusite cronica NE","5"
"J33","","S","N","J33   Polipo nasal","5"
"J330","","N","S","J33.0 Polipo da cavidade nasal","5"
"J331","","N","S","J33.1 Degeneracao polipoide do seio paranasal","5"
"J338","","N","S","J33.8 Outr polipos do seio paranasal","5"
"J339","","N","S","J33.9 Polipo nasal NE","5"
"J34","","S","N","J34   Outr transt do nariz e dos seios paranasais","5"
"J340","","N","S","J34.0 Abscesso furunculo e antraz do nariz","5"
"J341","","N","S","J34.1 Cisto e mucocele do nariz e seio paranasal","5"
"J342","","N","S","J34.2 Desvio do septo nasal","5"
"J343","","N","S","J34.3 Hipertrofia dos cornetos nasais","5"
"J348","","N","S","J34.8 Outr transt espec nariz e seios paranasais","5"
"J35","","S","N","J35   Doenc cronicas das amigdalas e das adenoides","5"
"J350","","N","S","J35.0 Amigdalite cronica","5"
"J351","","N","S","J35.1 Hipertrofia das amigdalas","5"
"J352","","N","S","J35.2 Hipertrofia das adenoides","5"
"J353","","N","S","J35.3 Hipertrofia amigdalas c/hipertrof adenoides","5"
"J358","","N","S","J35.8 Outr doenc cronicas amigdalas e adenoides","5"
"J359","","N","S","J35.9 Doenc das amigdalas e das adenoides NE","5"
"J36","","S","S","J36   Abscesso periamigdaliano","5"
"J37","","S","N","J37   Laringite e laringotraqueite cronicas","5"
"J370","","N","S","J37.0 Laringite cronica","5"
"J371","","N","S","J37.1 Laringotraqueite cronica","5"
"J38","","S","N","J38   Doenc das cordas vocais e da laringe NCOP","5"
"J380","","N","S","J38.0 Paralisia das cordas vocais e da laringe","5"
"J381","","N","S","J38.1 Polipo das cordas vocais e da laringe","5"
"J382","","N","S","J38.2 Nodulos das cordas vocais","5"
"J383","","N","S","J38.3 Outr doenc das cordas vocais","5"
"J384","","N","S","J38.4 Edema da laringe","5"
"J385","","N","S","J38.5 Espasmo da laringe","5"
"J386","","N","S","J38.6 Estenose da laringe","5"
"J387","","N","S","J38.7 Outr doenc da laringe","5"
"J39","","S","N","J39   Outr doenc das vias aereas super","5"
"J390","","N","S","J39.0 Abscesso retrofaringeo e parafaringeo","5"
"J391","","N","S","J39.1 Outr abscessos da faringe","5"
"J392","","N","S","J39.2 Outr doenc da faringe","5"
"J393","","N","S","J39.3 Reacao hipersensib vias aereas super loc NE","5"
"J398","","N","S","J39.8 Outr doenc espec das vias aereas super","5"
"J399","","N","S","J39.9 Doenc NE das vias aereas super","5"
"J40","","S","S","J40   Bronquite NE como aguda ou cronica","5"
"J41","","S","N","J41   Bronquite cronica simples e a mucopurulenta","5"
"J410","","N","S","J41.0 Bronquite cronica simples","5"
"J411","","N","S","J41.1 Bronquite cronica mucopurulenta","5"
"J418","","N","S","J41.8 Bronquite cron mista simples e mucopurulenta","5"
"J42","","S","S","J42   Bronquite cronica NE","5"
"J43","","S","N","J43   Enfisema","5"
"J430","","N","S","J43.0 Sindr de MacLeod","5"
"J431","","N","S","J43.1 Enfisema panlobular","5"
"J432","","N","S","J43.2 Enfisema centrolobular","5"
"J438","","N","S","J43.8 Outr form de enfisema","5"
"J439","","N","S","J43.9 Enfisema NE","5"
"J44","","S","N","J44   Outr doenc pulmonares obstrutivas cronicas","5"
"J440","","N","S","J44.0 Doen pulm obs cron c/inf resp ag tr resp inf","5"
"J441","","N","S","J44.1 Doenc pulmonar obstr cron c/exacerb aguda NE","5"
"J448","","N","S","J44.8 Outr form espec doenc pulmonar obstrut cron","5"
"J449","","N","S","J44.9 Doenc pulmonar obstrutiva cronica NE","5"
"J45","","S","N","J45   Asma","5"
"J450","","N","S","J45.0 Asma predom alergica","5"
"J451","","N","S","J45.1 Asma nao-alergica","5"
"J458","","N","S","J45.8 Asma mista","5"
"J459","","N","S","J45.9 Asma NE","5"
"J46","","S","S","J46   Estado de mal asmatico","5"
"J47","","S","S","J47   Bronquectasia","5"
"J60","","S","S","J60   Pneumoconiose dos mineiros de carvao","5"
"J61","","S","S","J61   Pneumoconiose dev amianto outr fibr minerais","5"
"J62","","S","N","J62   Pneumoconiose dev poeira que cont silica","5"
"J620","","N","S","J62.0 Pneumoconiose dev po de talco","5"
"J628","","N","S","J62.8 Pneumoconiose dev outr poeiras q cont silica","5"
"J63","","S","N","J63   Pneumoconiose dev outr poeiras inorganicas","5"
"J630","","N","S","J63.0 Aluminose","5"
"J631","","N","S","J63.1 Fibrose causada p/bauxita","5"
"J632","","N","S","J63.2 Beriliose","5"
"J633","","N","S","J63.3 Fibrose causada p/grafite","5"
"J634","","N","S","J63.4 Siderose","5"
"J635","","N","S","J63.5 Estanose","5"
"J638","","N","S","J63.8 Pneumoconiose dev outr poeira inorg espec","5"
"J64","","S","S","J64   Pneumoconiose NE","5"
"J65","","S","S","J65   Pneumoconiose assoc c/tuberc","5"
"J66","","S","N","J66   Doenc das vias aereas dev poeiras org espec","5"
"J660","","N","S","J66.0 Bissinose","5"
"J661","","N","S","J66.1 Doenc dos cardadores de linho","5"
"J662","","N","S","J66.2 Canabinose","5"
"J668","","N","S","J66.8 Doenc vias aereas dev outr poeiras org espec","5"
"J67","","S","N","J67   Pneumonite hipersensibilid dev poeiras org","5"
"J670","","N","S","J67.0 Pulmao de fazendeiro","5"
"J671","","N","S","J67.1 Bagacose","5"
"J672","","N","S","J67.2 Pulmao dos criadores de passaros","5"
"J673","","N","S","J67.3 Suberose","5"
"J674","","N","S","J67.4 Pulmao dos trabalhadores do malte","5"
"J675","","N","S","J67.5 Pulmao dos que trabalham c/cogumelos","5"
"J676","","N","S","J67.6 Pulmao dos cortadores de casca do bordo","5"
"J677","","N","S","J67.7 Doenc pulmonar dev sist ar cond umidif ar","5"
"J678","","N","S","J67.8 Pneumonites hipersens dev outr poeiras org","5"
"J679","","N","S","J67.9 Pneumonite hipersensibilid dev poeira org NE","5"
"J68","","S","N","J68   Afecc resp dev inal prod quim gas fumac vap","5"
"J680","","N","S","J68.0 Bronquit pneumon dev prod quim gas fumac vap","5"
"J681","","N","S","J68.1 Edema pulm agudo dev prod quim gas fumac vap","5"
"J682","","N","S","J68.2 Infl via aer sup dev pr qui gas fum vap NCOP","5"
"J683","","N","S","J68.3 Out af resp ag subag dev pro qui gas fum vap","5"
"J684","","N","S","J68.4 Afecc resp cron dev prod quim gas fum vap","5"
"J688","","N","S","J68.8 Outr afecc resp dev prod quim gas fum vap","5"
"J689","","N","S","J68.9 Afecc resp NE dev prod quim gases fumac vap","5"
"J69","","S","N","J69   Pneumonite dev solidos e liquidos","5"
"J690","","N","S","J69.0 Pneumonite dev alimento ou vomito","5"
"J691","","N","S","J69.1 Pneumonite dev oleos e essencias","5"
"J698","","N","S","J69.8 Pneumonite dev outr solidos e liquidos","5"
"J70","","S","N","J70   Afeccoes respirat dev outr agentes externos","5"
"J700","","N","S","J70.0 Manifestacoes pulmonares agudas dev radiacao","5"
"J701","","N","S","J70.1 Manif pulmonares cron e outr dev radiacao","5"
"J702","","N","S","J70.2 Transt pulm interstic agudos induz p/droga","5"
"J703","","N","S","J70.3 Transt pulm interstic cronicos induz p/droga","5"
"J704","","N","S","J70.4 Transt pulm intersticial NE induz p/droga","5"
"J708","","N","S","J70.8 Afecc respirat dev outr agent externos espec","5"
"J709","","N","S","J70.9 Afeccoes respirat dev agentes externos NE","5"
"J80","","S","S","J80   Sindr do desconforto respirat do adulto","5"
"J81","","S","S","J81   Edema pulmonar NE de outr form","5"
"J82","","S","S","J82   Eosinofilia pulmonar NCOP","5"
"J84","","S","N","J84   Outr doenc pulmonares intersticiais","5"
"J840","","N","S","J84.0 Afeccoes alveolares e parieto-alveolares","5"
"J841","","N","S","J84.1 Outr doenc pulm intersticiais c/fibrose","5"
"J848","","N","S","J84.8 Outr doenc pulmonares intersticiais espec","5"
"J849","","N","S","J84.9 Doenc pulmonar intersticial NE","5"
"J85","","S","N","J85   Abscesso do pulmao e do mediastino","5"
