,CID10,Count,DESCR
2871,P922,139,P92.2 Alimentacao vagarosa do recem-nascido
2872,I00,138,I00   Febre reumatica s/mencao de compr do coracao
2873,M800,138,M80.0 Osteoporose pos-menopausica c/frat patolog
2874,L539,138,L53.9 Afeccoes eritematosas NE
2875,M674,138,M67.4 Ganglios
2876,M705,138,M70.5 Outr bursites do joelho
2877,M842,138,M84.2 Atraso de consolidacao de frat
2878,S273,138,S27.3 Outr traum do pulmao
2879,I745,138,I74.5 Embolia e trombose da arteria iliaca
2880,I822,138,I82.2 Embolia e trombose de veia cava
2881,N910,137,N91.0 Amenorreia prim
2882,O368,137,O36.8 Assist prest mae outr problemas fetais espec
2883,C947,137,C94.7 Outr leucemias espec
2884,N518,137,N51.8 Outr transt orgaos genitais masc doenc COP
2885,K660,137,K66.0 Aderencias peritoniais
2886,G550,137,G55.0 Compressoes raizes plexos nerv doenc neoplas
2887,N342,137,N34.2 Outr uretrites
2888,D808,137,D80.8 Outr imunodef c/predom defeitos anticorpos
2889,M767,137,M76.7 Tendinite do peroneo
2890,D613,137,D61.3 Anemia aplastica idiopatica
2891,H354,136,H35.4 Degeneracoes perifericas da retina
2892,Q200,136,Q20.0 Tronco arterial comum
2893,C779,136,C77.9 Ganglio linfatico NE
2894,E899,136,E89.9 Transt endocrinos e metab NE pos-proced
2895,G318,136,G31.8 Outr doenc degenerativas espec sist nervoso
2896,Q627,136,Q62.7 Refluxo vesico-uretero-renal congen
2897,I494,136,I49.4 Outr form de despolarizacao prematura e NE
2898,N948,136,N94.8 Outr afec esp ass org genit fem ciclo menstr
2899,G558,136,G55.8 Compress raizes plexos nerv outr doenc COP
2900,M204,136,M20.4 Dedos do pe em malho
2901,B958,136,B95.8 Estafilococo NE causa doenc class outr cap
2902,S798,136,S79.8 Outr traum espec do quadril e da coxa
2903,T305,135,T30.5 Corrosao de 1.grau parte do corpo NE
2904,R480,135,R48.0 Dislexia e alexia
2905,D482,135,D48.2 Nervos perifericos e sist nervoso periferico
2906,O860,135,O86.0 Infecc da incisao cirurgica orig obstetrica
2907,D101,135,D10.1 Lingua
2908,C090,135,C09.0 Fossa amigdaliana
2909,S607,135,S60.7 Traum superf mult do punho e da mao
2910,E713,134,E71.3 Disturbios do metabolismo de acidos graxos
2911,C609,134,C60.9 Penis NE
2912,R208,134,R20.8 Outr disturbios e NE sensibilidade cutanea
2913,T231,134,T23.1 Queim de 1.grau do punho e da mao
2914,G936,134,G93.6 Edema cerebral
2915,S16,134,S16   Traum de tendoes e de musculos do pescoco
2916,C773,134,C77.3 Ganglios linfaticos axilares e membros super
2917,P289,133,P28.9 Afeccao respirat do recem-nascido NE
2918,I779,133,I77.9 Afeccoes de arterias e arteriolas NE
2919,D224,133,D22.4 Nevo melanocitico couro cabeludo e pescoco
2920,H701,133,H70.1 Mastoidite cronica
2921,H729,133,H72.9 Perfuracao NE da membrana do timpano
2922,D123,133,D12.3 Colon transverso
2923,Z088,133,Z08.8 Exame seguim apos outr trat p/neopl malig
2924,E233,133,E23.3 Disfuncao hipotalamica NCOP
2925,Z229,133,Z22.9 Portador de doenc infecc NE
2926,Q548,133,Q54.8 Outr hipospadias
2927,D292,133,D29.2 Testiculos
2928,D361,133,D36.1 Nervos perifericos e sist nervoso autonomo
2929,F199,132,F19.9 Transt mental ou comport NE
2930,H282,132,H28.2 Catarata em outr doenc COP
2931,B359,132,B35.9 Dermatofitose NE
2932,Q054,132,Q05.4 Espinha bifida NE c/hidrocefalia
2933,K050,132,K05.0 Gengivite aguda
2934,M332,132,M33.2 Polimiosite
2935,T923,132,T92.3 Sequelas luxacao entorse distensao membr sup
2936,S499,132,S49.9 Traum NE do ombro e do braco
2937,M625,132,M62.5 Perda e atrofia muscular NCOP
2938,L986,132,L98.6 Outr afecc infiltrativas pele tec subcutaneo
2939,C310,131,C31.0 Seio maxilar
2940,S708,131,S70.8 Outr traum superf do quadril e da coxa
2941,P831,131,P83.1 Eritema toxico neonatal
2942,K273,131,K27.3 Aguda s/hemorragia ou perfuracao
2943,S667,131,S66.7 Traum musc extensor tend mult niv punho mao
2944,I676,131,I67.6 Trombose nao-piogenica sist venoso intracran
2945,H404,131,H40.4 Glaucoma secund a inflam ocular
2946,P612,131,P61.2 Anemia da prematuridade
2947,N135,130,N13.5 Torcao e estreitamento ureter s/hidronefrose
2948,E301,130,E30.1 Puberdade precoce
2949,H448,130,H44.8 Outr transt do globo ocular
2950,K559,130,K55.9 Transt vascular do intestino SOE
2951,R234,130,R23.4 Alteracoes na textura da pele
2952,K574,130,K57.4 Doenc divert intest delg grosso c/perf absc
2953,M895,130,M89.5 Osteolise
2954,M340,129,M34.0 Esclerose sistemica progressiva
2955,P280,129,P28.0 Atelectasia prim do recem-nascido
2956,F901,129,F90.1 Transt hipercinetico de conduta
2957,D692,129,D69.2 Outr purpuras nao-trombocitopenicas
2958,K739,129,K73.9 Hepatite cronica SOE
2959,N330,129,N33.0 Cistite tuberc
2960,F023,129,F02.3 Demencia na doenc de Parkinson
2961,F201,129,F20.1 Esquizofrenia hebefrenica
2962,I669,129,I66.9 Oclusao e estenose de arteria cerebral NE
2963,M878,129,M87.8 Outr osteonecroses
2964,K835,129,K83.5 Cisto biliar
2965,B829,129,B82.9 Parasitose intestinal NE
2966,O439,128,O43.9 Transt da placenta NE
2967,Q833,128,Q83.3 Mamilo acessorio
2968,M961,128,M96.1 Sindr pos-laminectomia NCOP
2969,S312,128,S31.2 Ferim do penis
2970,S203,128,S20.3 Outr traum superf da parede anterior torax
2971,N842,128,N84.2 Polipo da vagina
2972,E68,128,E68   Sequelas de hiperalimentacao
2973,C252,128,C25.2 Cauda do pancreas
2974,P219,128,P21.9 Asfixia ao nascer NE
2975,Z941,128,Z94.1 Coracao transplantado
2976,M993,127,M99.3 Estenose ossea do canal medular
2977,E117,127,E11.7 C/complic mult
2978,K008,127,K00.8 Outr disturbios do desenvolv dos dentes
2979,T820,127,T82.0 Complic mecanica protese valvular cardiaca
2980,C680,127,C68.0 Uretra
2981,I612,127,I61.2 Hemorragia intracerebral hemisferica NE
2982,N322,127,N32.2 Fistula vesical NCOP
2983,B369,126,B36.9 Micose superf NE
2984,R233,126,R23.3 Equimoses espontaneas
2985,K118,126,K11.8 Outr doenc das gland salivares
2986,K413,126,K41.3 Hernia femoral unilat NE c/obstr s/gangrena
2987,C700,125,C70.0 Meninges cerebrais
2988,G552,125,G55.2 Compressoes raizes plexos nerv espondilose
2989,Z720,125,Z72.0 Uso do tabaco
2990,K046,125,K04.6 Abscesso periapical c/fistula
2991,M070,125,M07.0 Artropatia psoriasica interfalangiana distal
2992,N412,125,N41.2 Abscesso da prostata
2993,T929,125,T92.9 Sequelas de traum NE do membro super
2994,E340,125,E34.0 Sindr carcinoide
2995,S680,125,S68.0 Amput traum do polegar
2996,S229,125,S22.9 Frat dos ossos do torax parte NE
2997,G410,125,G41.0 Estado de grande mal epileptico
2998,P368,125,P36.8 Outr septicemias bacter do recem-nascido
2999,B348,125,B34.8 Outr infecc p/virus de localiz NE
3000,M414,125,M41.4 Escoliose neuromuscular
3001,M969,124,M96.9 Transt osteomuscular NE pos-proced
3002,O902,124,O90.2 Hematoma da incisao obstetrica
3003,O630,124,O63.0 Prolongamento do primeiro periodo
3004,Y835,124,Y83.5 Amput de membros
3005,Z891,124,Z89.1 Ausencia adquir de mao e punho
3006,C161,124,C16.1 Fundo do estomago
3007,K113,124,K11.3 Abscesso de gland salivar
3008,I051,124,I05.1 Insuf mitral reumatica
3009,M320,124,M32.0 Lupus eritematoso disseminado induz p/drogas
3010,M215,124,M21.5 Mao e pe em garra e mao e pe tortos adquir
3011,E781,124,E78.1 Hipergliceridemia pura
3012,M768,124,M76.8 Outr entesopatias do membro infer excl o pe
3013,C436,123,C43.6 Melanoma maligno do membro super incl ombro
3014,N806,123,N80.6 Endometriose em cicatriz cutanea
3015,C12,123,C12   Neopl malig do seio piriforme
3016,L810,122,L81.0 Hiperpigmentacao pos-inflam
3017,G518,122,G51.8 Outr transt do nervo facial
3018,T212,122,T21.2 Queim de 2.grau do tronco
3019,G245,122,G24.5 Blefaroespasmo
3020,N312,122,N31.2 Bexiga neuropatica flacida NCOP
3021,C844,122,C84.4 Linfoma de celulas T periferico
3022,Q830,122,Q83.0 Ausencia congen da mama c/ausencia do mamilo
3023,K292,122,K29.2 Gastrite alcoolica
3024,L404,122,L40.4 Psoriase gutata
3025,D331,122,D33.1 Encefalo infratentorial
3026,Q667,122,Q66.7 Pe cavo
3027,D377,122,D37.7 Outr orgaos digestivos
3028,T110,122,T11.0 Traum superf do membro super nivel NE
3029,W018,122,W01.8 Outr locais espec
3030,S731,121,S73.1 Entorse e distensao do quadril
3031,O294,121,O29.4 Cefaleia anest raquid peridur admin dur grav
3032,G219,121,G21.9 Parkinsonismo secund NE
3033,E859,121,E85.9 Amiloidose NE
3034,D461,121,D46.1 Anemia refrataria c/sideroblastos
3035,A539,121,A53.9 Sifilis NE
3036,O233,121,O23.3 Infecc outr partes trato urinario gravidez
3037,T519,121,T51.9 Alcool NE
3038,C761,120,C76.1 Torax
3039,M856,120,M85.6 Outr cisto osseo
3040,K914,120,K91.4 Mau funcionamento colostomia e enterostomia
3041,B259,120,B25.9 Doenc NE p/citomegalovirus
3042,O650,120,O65.0 Obstr trabalho de parto dev deform pelvica
3043,J64,120,J64   Pneumoconiose NE
3044,H818,120,H81.8 Outr transt da funcao vestibular
3045,M358,120,M35.8 Outr compr sistemico espec do tec conjuntivo
3046,B356,120,B35.6 Tinea cruris
3047,O648,119,O64.8 Obstr trab part dev out form ma-apres ma-pos
3048,O469,119,O46.9 Hemorragia anteparto NE
3049,J157,119,J15.7 Pneumonia dev Mycoplasma pneumoniae
3050,E784,119,E78.4 Outr hiperlipidemias
3051,G931,119,G93.1 Lesao encefalica anoxica NCOP
3052,I517,119,I51.7 Cardiomegalia
3053,N778,119,N77.8 Ulceracao inflam vulvovag outr doenc COP
3054,T432,119,T43.2 Outr antidepressivos e os NE
3055,O120,119,O12.0 Edema gestacional
3056,C812,119,C81.2 Celularidade mista
3057,M163,118,M16.3 Outr coxartroses displasicas
3058,D161,118,D16.1 Ossos curtos dos membros super
3059,L208,118,L20.8 Outr dermatites atopicas
3060,M462,118,M46.2 Osteomielite das vertebras
3061,D310,118,D31.0 Conjuntiva
3062,M173,118,M17.3 Outr gonartroses pos-traum
3063,L851,118,L85.1 Ceratose adquir palmar e plantar
3064,F204,118,F20.4 Depressao pos-esquizofrenica
3065,I011,118,I01.1 Endocardite reumatica aguda
3066,O810,118,O81.0 Parto p/forceps baixo
3067,Q273,118,Q27.3 Malformacao arterio-venosa periferica
3068,H681,118,H68.1 Obstrucao da trompa de Eustaquio
3069,T439,118,T43.9 Droga psicotropica NE
3070,G909,118,G90.9 Transt NE do sist nervoso autonomo
3071,P969,118,P96.9 Afeccoes originadas no periodo perinatal NE
3072,D479,117,D47.9 Neop comp inc/des tec linf hemat tec corr NE
3073,Q623,117,Q62.3 Outr anom obstr da pelve renal e do ureter
3074,J206,117,J20.6 Bronquite aguda dev rinovirus
3075,B49,117,B49   Micose NE
3076,J392,117,J39.2 Outr doenc da faringe
3077,D600,117,D60.0 Aplasia pura adq cronica serie vermelha
3078,Z433,117,Z43.3 Cuidados a colostomia
3079,D513,117,D51.3 Outr anemias p/defic vitamina B12 na dieta
3080,R161,117,R16.1 Esplenomegalia NCOP
3081,G542,117,G54.2 Transt das raizes cervicais NCOP
3082,T301,117,T30.1 Queim de 1.grau parte do corpo NE
3083,D109,117,D10.9 Faringe NE
3084,D070,117,D07.0 Endometrio
3085,I132,117,I13.2 Doenc card renal hipert c/insuf card e renal
3086,J985,117,J98.5 Doenc do mediastino NCOP
3087,Y349,117,Y34.9 Local NE
3088,C028,116,C02.8 Lesao invasiva da lingua
3089,C321,116,C32.1 Regiao supraglotica
3090,H610,116,H61.0 Pericondrite do pavilhao da orelha
3091,R193,116,R19.3 Rigidez abdominal
3092,F454,116,F45.4 Transt doloroso somatoforme persistente
3093,C178,116,C17.8 Lesao invasiva do intestino delgado
3094,S129,116,S12.9 Frat do pescoco parte NE
3095,M217,116,M21.7 Desigualdade do comprimento dos membros
3096,H104,116,H10.4 Conjuntivite cronica
3097,C154,116,C15.4 Terco medio do esofago
3098,L200,116,L20.0 Prurigo de Besnier
3099,M959,116,M95.9 Deform adquir do sist osteomuscular NE
3100,Z391,115,Z39.1 Assist e exame da mae nutriz
3101,K410,115,K41.0 Hernia femoral bilateral c/obstr s/gangrena
3102,M420,115,M42.0 Osteocondrose vertebral juvenil
3103,H661,115,H66.1 Otite media tubotimpanica supurativa cronica
3104,C759,115,C75.9 Gland endocrina
3105,P121,115,P12.1 Chignon dev traum de parto
3106,P282,115,P28.2 Crises cianoticas do recem-nascido
3107,I289,115,I28.9 Doenc NE dos vasos pulmonares
3108,S433,114,S43.3 Luxacao de outr partes e NE cint escapular
3109,M728,114,M72.8 Outr transt fibroblasticos
3110,S678,114,S67.8 Lesao p/esmag outr partes e NE punho e mao
3111,L301,114,L30.1 Disidrose
3112,T455,114,T45.5 Anticoagulantes
3113,R635,114,R63.5 Ganho de peso anormal
3114,J430,114,J43.0 Sindr de MacLeod
3115,N483,114,N48.3 Priapismo
3116,A928,114,A92.8 Outr febres virais espec transm p/mosquitos
3117,S869,114,S86.9 Traum de musculo e de tendao NE nivel perna
3118,Z030,114,Z03.0 Observacao p/suspeita de tuberc
3119,A309,114,A30.9 Hanseniase NE
3120,B589,114,B58.9 Toxoplasmose NE
3121,K316,114,K31.6 Fistula do estomago e do duodeno
3122,S469,114,S46.9 Traum musculo tendao NE nivel ombro braco
3123,R049,114,R04.9 Hemorragia NE das vias respirat
3124,F238,114,F23.8 Outr transt psicoticos agudos e transitorios
3125,J411,113,J41.1 Bronquite cronica mucopurulenta
3126,O068,113,O06.8 Compl ou NE c/outr complic ou c/complic NE
3127,R252,113,R25.2 Caibras e espasmos
3128,B278,113,B27.8 Outr mononucleoses infecc
3129,L574,113,L57.4 Cutis laxa senil
3130,I319,113,I31.9 Doenc NE do pericardio
3131,K231,113,K23.1 Megaesofago na doenc de Chagas
3132,M719,113,M71.9 Bursopatia NE
3133,N889,113,N88.9 Transt nao-inflam e NE do colo do utero
3134,C227,113,C22.7 Outr carcinomas espec do figado
3135,M738,113,M73.8 Outr transt dos tec moles em outr doenc COP
3136,C775,113,C77.5 Ganglios linfaticos intrapelvicos
3137,C138,113,C13.8 Lesao invasiva da hipofaringe
3138,T633,113,T63.3 Veneno de aranha
3139,H351,112,H35.1 Retinopatia da prematuridade
3140,N321,112,N32.1 Fistula entero-vesical
3141,D379,112,D37.9 Orgao digestivo NE
3142,M778,112,M77.8 Outr entesopatias NCOP
3143,Y883,112,Y88.3 Seq reac anorm comp tard proc med cir s/acid
3144,N710,112,N71.0 Doenc inflam aguda do utero
3145,D432,112,D43.2 Encefalo NE
3146,F920,112,F92.0 Disturbio depressivo de conduta
3147,F019,112,F01.9 Demencia vascular NE
3148,D281,112,D28.1 Vagina
3149,O364,112,O36.4 Assist prestada a mae p/morte intra-uterina
3150,N361,112,N36.1 Diverticulo uretral
3151,G636,111,G63.6 Polineuropatia outr transt osteomusculares
3152,T68,111,T68   Hipotermia
3153,F450,111,F45.0 Transt de somatizacao
3154,N280,111,N28.0 Isquemia e infarto renal
3155,A328,111,A32.8 Outr form de listeriose
3156,H581,111,H58.1 Disturbios visuais em doenc COP
3157,C542,111,C54.2 Miometrio
3158,N323,111,N32.3 Diverticulo da bexiga
3159,I352,111,I35.2 Estenose aortica c/insuf
3160,M002,111,M00.2 Outr artrites e poliartrites estreptococicas
3161,H749,111,H74.9 Transt NE do ouvido medio e da mastoide
3162,Y911,111,Y91.1 Intox alcoolica moderada
3163,L298,111,L29.8 Outr form de prurido
3164,E136,110,E13.6 C/outr compl espec
3165,H190,110,H19.0 Esclerite e episclerite em doenc COP
3166,S961,110,S96.1 Traum musc tend exten long artel niv torn pe
3167,R35,110,R35   Poliuria
3168,F063,110,F06.3 Transt do humor organicos
3169,C600,110,C60.0 Prepucio
3170,Q070,110,Q07.0 Sindr de Arnold-Chiari
3171,S002,110,S00.2 Outr traum superf palpebra regiao periocular
3172,I131,110,I13.1 Doenc cardiaca e renal hipert c/insuf renal
3173,I718,110,I71.8 Aneurisma da aorta de localiz NE roto
3174,Q665,110,Q66.5 Pe chato congen
3175,T847,110,T84.7 Inf reac inf out disp prot imp enx ort int
3176,F130,110,F13.0 Intox aguda
3177,Z724,110,Z72.4 Regime e habitos alimentares inadequados
3178,S309,110,S30.9 Traum superf parte NE abdome dorso e pelve
3179,O722,110,O72.2 Hemorragias pos-parto tard e secund
3180,H026,110,H02.6 Xantelasma da palpebra
3181,D399,109,D39.9 Orgao genital femin NE
3182,H458,109,H45.8 Outr transt humor vitr glob ocular doenc COP
3183,K099,109,K09.9 Cistos da regiao oral SOE
3184,Q221,109,Q22.1 Estenose congen da valva pulmonar
3185,A409,109,A40.9 Septicemia estreptococica NE
3186,B550,109,B55.0 Leishmaniose visceral
3187,N000,109,N00.0 Anormalidade glomerular minor
3188,M313,109,M31.3 Granulomatose de Wegener
3189,E832,109,E83.2 Disturbios do metabolismo do zinco
3190,I988,109,I98.8 Outr transt espec ap circulat doenc COP
3191,I369,109,I36.9 Transt nao-reumaticos da valva tricuspide NE
3192,B839,109,B83.9 Helmintiase NE
3193,S128,109,S12.8 Frat de outr partes do pescoco
3194,T921,109,T92.1 Sequelas de frat do braco
3195,Q709,108,Q70.9 Sindactilia NE
3196,R908,108,R90.8 Out resul anorm exam diag imag sis nerv cent
3197,T930,108,T93.0 Sequelas de ferim do membro infer
3198,R488,108,R48.8 Outr disfuncoes simbolicas e as NE
3199,A020,108,A02.0 Enterite p/salmonela
3200,Q764,108,Q76.4 Out malf cong coluna vert n-assoc escoliose
3201,A304,108,A30.4 Hanseniase lepromatosa borderline
3202,C020,108,C02.0 Face dorsal da lingua
3203,P011,108,P01.1 Fet rec-nasc afet ruptura prematura membr
3204,Q661,108,Q66.1 Pe torto calcaneovaro
3205,T013,108,T01.3 Ferim envolv mult regioes de membros infer
3206,B005,108,B00.5 Afeccoes oculares dev virus do herpes
3207,T10,108,T10   Frat do membro super nivel NE
3208,T658,108,T65.8 Outr subst espec
3209,C715,108,C71.5 Ventriculo cerebral
3210,A819,107,A81.9 Infecc NE sist nerv central p/virus atipico
3211,M412,107,M41.2 Outr escolioses idiopaticas
3212,M608,107,M60.8 Outr miosites
3213,H183,107,H18.3 Alteracoes nas membranas da cornea
3214,M174,107,M17.4 Outr gonartroses secund bilaterais
3215,Q390,107,Q39.0 Atresia de esofago s/fistula
3216,D216,107,D21.6 Tec conjuntivo e outr tec moles do tronco NE
3217,S030,107,S03.0 Luxacao do maxilar
3218,O438,107,O43.8 Outr transt da placenta
3219,Q400,107,Q40.0 Estenose hipertrofica congen do piloro
3220,T830,107,T83.0 Complic mecanica de cateter urinario
3221,D020,107,D02.0 Laringe
3222,D333,107,D33.3 Nervos cranianos
3223,K709,107,K70.9 Doenc alcoolica do figado SOE
3224,J981,106,J98.1 Colapso pulmonar
3225,M352,106,M35.2 Doenc de Behcet
3226,N137,106,N13.7 Uropatia assoc a refluxo vesico-ureteral
3227,T630,106,T63.0 Veneno de serpente
3228,T909,106,T90.9 Sequelas de traum NE da cabeca
3229,N291,106,N29.1 Outr transt rim ureter doenc infec paras COP
3230,D057,106,D05.7 Outr carcinomas in situ
3231,C961,106,C96.1 Histiocitose maligna
3232,Q643,106,Q64.3 Outr form atresia estenose uretra colo bexig
3233,G113,106,G11.3 Ataxia cerebelar c/deficit na reparacao DNA
3234,S408,106,S40.8 Outr traum superf do ombro e do braco
3235,C165,106,C16.5 Pequena curvatura do estomago NE
3236,K670,106,K67.0 Peritonite p/clamidias
3237,E228,106,E22.8 Outr hiperfuncoes da hipofise
3238,M932,106,M93.2 Osteocondrite dissecante
3239,T951,106,T95.1 Sequelas de queim corrosao e geladura tronco
3240,I741,106,I74.1 Embolia trombose outr porcoes da aorta e NE
3241,C488,106,C48.8 Lesao invasiva tec moles retro- e peritonio
3242,G472,105,G47.2 Disturbios do ciclo vigilia-sono
3243,D329,105,D32.9 Meninges NE
3244,S517,105,S51.7 Ferim mult do antebraco
3245,O621,105,O62.1 Inercia uterina secund
3246,D061,105,D06.1 Exocervix
3247,C835,105,C83.5 Linfoblastico
3248,Q652,105,Q65.2 Luxacao congen NE do quadril
3249,S710,105,S71.0 Ferim do quadril
3250,B870,105,B87.0 Miiase cutanea
3251,C518,105,C51.8 Lesao invasiva da vulva
3252,A319,105,A31.9 Infecc micobacteriana NE
3253,T185,104,T18.5 Corpo estranho no anus e reto
3254,E147,104,E14.7 C/complic mult
3255,K238,104,K23.8 Transt do esofago em outr doenc COP
3256,C248,104,C24.8 Lesao invasiva das vias biliares
3257,K567,104,K56.7 Ileo NE
3258,N748,104,N74.8 Inflam pelvica femin em outr doenc COP
3259,S418,104,S41.8 Ferim outr partes e NE cintura escapular
3260,N369,104,N36.9 Transt NE da uretra
3261,Z901,104,Z90.1 Ausencia adquir de mamas
3262,B022,104,B02.2 Herpes zoster acomp outr manif neurologicas
3263,G529,104,G52.9 Transt de nervo craniano NE
3264,H654,104,H65.4 Outr otites medias cronicas nao-supurativas
3265,T639,104,T63.9 Contato c/animal venenoso NE
3266,I400,104,I40.0 Miocardite infecc
3267,M240,104,M24.0 Corpo flutuante em articulacao
3268,S121,104,S12.1 Frat da segunda vertebra cervical
3269,K221,104,K22.1 Ulcera do esofago
3270,D332,103,D33.2 Encefalo NE
3271,C413,103,C41.3 Costelas esterno e clavicula
3272,W012,103,W01.2 Escolas outr instit areas admin publica
3273,Q680,103,Q68.0 Deform congen musculo esternocleidomastoideu
