 Morbidade Hospitalar do SUS - por local de residência - Brasil
Internações por Município e Capítulo CID-10
Período:2017
"Município";"Cap 01";"Cap 02";"Cap 03";"Cap 04";"Cap 05";"Cap 06";"Cap 07";"Cap 08";"Cap 09";"Cap 10";"Cap 11";"Cap 12";"Cap 13";"Cap 14";"Cap 15";"Cap 16";"Cap 17";"Cap 18";"Cap 19";"Cap 21";"Total"
"313350 Itapecerica";55;123;17;49;13;19;6;3;255;244;180;22;17;119;127;9;4;30;147;6;1445
"313360 Itapeva";41;55;3;2;1;1;1;-;52;15;50;2;7;26;94;11;2;3;17;6;389
"313370 Itatiaiuçu";23;39;3;10;5;12;7;-;122;71;112;3;20;48;99;12;5;4;56;15;666
"313375 Itaú de Minas";77;111;8;19;13;7;9;-;148;94;83;11;11;62;116;18;2;19;87;18;913
"313380 Itaúna";190;418;23;89;9;75;134;7;628;481;468;77;63;249;816;64;20;43;419;61;4334
"313390 Itaverava";19;16;3;12;2;3;1;-;51;29;32;2;6;18;54;1;2;3;35;2;291
"313400 Itinga";80;29;18;15;9;6;-;-;66;60;63;2;9;40;180;32;7;2;103;20;741
"313410 Itueta";73;33;4;30;7;5;1;-;72;166;59;17;15;75;87;13;1;7;79;-;744
"313420 Ituiutaba";177;452;64;138;320;91;20;8;637;649;526;70;44;401;1165;66;24;114;562;35;5563
"313430 Itumirim";17;27;1;13;1;-;-;-;36;32;37;4;6;27;60;13;4;8;9;4;299
"313440 Iturama";58;139;2;5;20;15;9;-;91;80;202;8;26;169;359;28;12;16;177;7;1423
"313450 Itutinga";12;9;1;8;-;3;1;-;19;17;31;-;2;24;30;2;1;-;19;1;180
"313460 Jaboticatubas";55;69;2;48;24;17;7;-;163;96;147;37;11;71;169;22;6;13;133;30;1120
"313470 Jacinto";203;26;12;74;1;2;1;-;239;328;98;18;10;185;128;6;9;5;66;16;1427
"313480 Jacuí";2;45;1;3;2;4;1;-;65;43;24;2;4;8;69;3;1;111;24;12;424
"313490 Jacutinga";64;73;7;90;2;14;2;1;232;208;187;18;11;95;224;35;14;75;83;8;1443
"313500 Jaguaraçu";8;8;2;5;2;5;-;-;21;13;7;1;3;19;31;-;-;3;21;1;150
"313505 Jaíba";269;62;39;36;4;22;6;1;155;105;139;74;61;111;561;59;15;22;219;57;2017
"313507 Jampruca";10;31;1;10;-;4;-;1;28;17;37;2;3;20;57;6;3;3;34;5;272
"313510 Janaúba";190;277;58;50;89;39;15;6;332;505;326;184;47;191;1014;102;28;55;394;110;4012
"313520 Januária";150;165;56;39;8;27;7;2;290;251;239;112;30;159;1042;55;25;28;266;49;3000
"313530 Japaraíba";20;13;1;5;-;1;2;-;28;27;30;5;7;19;44;4;1;3;18;1;229
"313535 Japonvar";17;19;10;8;2;5;4;-;44;40;38;6;9;22;112;8;16;6;38;9;413
"313540 Jeceaba";21;30;5;35;7;3;-;-;67;66;22;6;3;65;61;1;-;7;23;4;426
"313545 Jenipapo de Minas";11;22;3;8;5;7;-;-;61;35;25;5;1;8;89;7;2;6;46;14;355
"313550 Jequeri";23;67;13;14;4;13;-;-;54;45;38;5;6;33;103;11;7;26;58;6;526
"313560 Jequitaí";10;19;3;7;4;9;2;-;77;49;39;6;19;18;94;6;-;6;68;13;449
"313570 Jequitibá";7;22;-;3;2;4;1;-;51;30;33;4;7;14;57;3;2;1;50;4;295
"313580 Jequitinhonha";155;63;7;33;31;4;2;-;219;603;64;10;8;74;261;19;2;12;90;6;1663
"313590 Jesuânia";30;20;8;7;2;1;-;-;30;27;28;4;2;17;54;4;-;3;33;1;271
"313600 Joaíma";102;34;16;28;5;2;-;-;97;172;78;51;4;71;190;13;-;5;86;8;962
"313610 Joanésia";15;25;5;3;-;5;5;-;35;20;32;2;1;27;37;-;2;2;25;1;242
"313620 João Monlevade";138;389;35;121;8;51;8;3;606;500;459;85;93;360;743;138;30;57;453;61;4338
"313630 João Pinheiro";118;142;52;30;21;36;8;1;239;264;215;54;68;131;627;81;18;31;373;81;2590
"313640 Joaquim Felício";8;14;1;4;1;-;1;-;29;24;13;7;3;7;47;5;2;-;20;7;193
"313650 Jordânia";140;13;4;30;-;3;2;-;48;79;24;12;5;19;119;5;2;5;88;6;604
"313652 José Gonçalves de Minas";10;16;3;6;6;1;1;-;32;22;39;4;3;23;63;8;3;6;40;9;295
"313655 José Raydan";94;15;8;9;4;5;-;-;46;107;24;1;5;20;41;4;-;1;16;-;400
"313657 Josenópolis";13;4;1;7;3;8;1;-;41;31;30;8;6;10;47;7;-;7;38;4;266
"313665 Juatuba";118;95;9;13;11;34;33;2;111;47;81;13;20;69;270;47;11;14;176;27;1201
"313670 Juiz de Fora";1597;3395;250;797;846;1218;314;60;4238;3070;2991;999;931;2677;5511;885;313;356;4107;1372;35927
"313680 Juramento";3;12;5;7;3;3;6;-;40;12;16;11;10;13;44;10;1;-;28;3;227
"313690 Juruaia";47;73;4;8;4;8;3;-;46;79;62;6;7;46;174;8;9;11;52;6;653
"313695 Juvenília";20;9;2;8;2;6;-;-;16;35;45;19;1;48;66;4;4;5;17;4;311
"313700 Ladainha";109;47;26;39;3;1;5;-;81;122;81;30;15;46;189;18;2;11;110;41;976
"313710 Lagamar";27;9;7;28;5;20;4;3;82;68;26;2;4;72;40;4;1;7;35;10;454
"313720 Lagoa da Prata";287;204;32;46;14;23;4;1;312;145;297;28;24;187;686;37;13;16;279;53;2688
"313730 Lagoa dos Patos";7;20;4;4;2;3;-;-;52;25;27;7;1;8;36;5;-;3;24;20;248
"313740 Lagoa Dourada";25;22;5;31;3;9;4;-;112;94;58;8;11;60;123;13;8;3;69;5;663
"313750 Lagoa Formosa";21;88;24;14;16;11;4;2;156;190;141;17;11;102;139;18;4;13;97;39;1107
"313753 Lagoa Grande";7;27;5;4;12;8;2;-;25;33;28;7;2;13;83;14;-;4;45;22;341
"313760 Lagoa Santa";126;259;33;59;46;58;18;4;486;209;398;93;58;238;550;80;16;39;404;102;3276
"313770 Lajinha";205;109;12;31;3;23;11;-;123;52;129;14;15;99;219;28;10;6;146;20;1255
"313780 Lambari";139;75;43;67;27;22;10;-;138;110;103;13;25;102;199;25;8;18;91;9;1224
"313790 Lamim";6;14;2;1;2;2;1;-;18;7;18;1;3;9;31;2;3;-;20;2;142
"313800 Laranjal";45;51;1;26;2;6;4;-;66;75;30;-;11;59;23;4;3;4;35;5;450
"313810 Lassance";17;15;1;-;2;-;1;-;23;14;20;4;8;16;61;10;2;-;41;1;236
"313820 Lavras";245;235;16;103;31;85;6;5;505;304;412;69;127;403;1145;167;38;78;379;106;4459
"313830 Leandro Ferreira";4;17;2;2;-;2;-;-;14;7;13;2;-;9;17;4;-;-;11;6;110
"313835 Leme do Prado";8;25;-;6;9;13;2;-;36;24;28;3;6;14;60;5;6;12;53;8;318
"313840 Leopoldina";143;239;51;90;48;69;9;1;615;393;250;69;100;348;626;55;15;48;352;67;3588
"313850 Liberdade";3;21;3;8;-;4;6;1;67;43;37;16;2;28;29;2;1;4;15;3;293
"313860 Lima Duarte";79;99;18;55;4;31;5;1;141;158;122;32;38;123;169;20;6;5;227;31;1364
"313862 Limeira do Oeste";7;21;-;1;1;6;3;2;11;16;29;2;4;13;51;5;1;8;22;1;204
"313865 Lontra";27;22;4;13;6;3;-;-;48;48;49;7;6;25;126;4;7;5;46;6;452
"313867 Luisburgo";21;18;-;3;4;15;7;1;14;16;34;11;7;21;71;12;5;1;68;17;346
"313868 Luislândia";15;24;7;3;-;1;1;-;55;30;44;5;7;29;102;9;-;6;32;8;378
"313870 Luminárias";20;25;1;4;4;4;1;1;32;24;24;7;4;17;37;5;2;5;20;3;240
"313880 Luz";85;71;30;93;3;23;6;-;232;265;157;24;15;179;196;37;10;17;203;54;1700
"313890 Machacalis";99;17;2;53;1;4;1;1;41;68;27;1;9;21;61;4;2;3;31;11;457
"313900 Machado";146;237;33;111;11;86;6;2;262;330;221;22;46;238;420;27;15;64;179;33;2489
"313910 Madre de Deus de Minas";7;36;1;6;3;4;4;-;39;17;24;11;7;21;47;10;3;5;30;1;276
"313920 Malacacheta";81;77;19;73;30;19;3;-;147;136;122;33;22;139;204;21;9;15;175;25;1350
"313925 Mamonas";28;14;7;57;9;17;3;-;101;17;72;12;5;40;67;71;2;10;56;3;591
"313930 Manga";149;54;27;30;-;14;1;-;111;102;144;24;20;140;351;39;9;11;103;4;1333
"313940 Manhuaçu";214;311;32;49;18;84;31;1;503;377;529;138;81;291;963;115;35;35;651;137;4595
"313950 Manhumirim";79;95;13;95;8;14;7;-;310;140;143;51;21;147;212;33;10;19;137;25;1559
"313960 Mantena";244;114;12;155;5;31;14;2;305;309;235;29;33;226;196;39;18;11;153;27;2158
"313980 Mar de Espanha";54;91;10;117;4;29;7;1;155;189;122;18;25;111;150;21;6;4;99;18;1231
"313970 Maravilhas";12;16;7;-;2;11;3;-;43;20;32;4;7;10;74;7;3;3;43;2;299
"313990 Maria da Fé";51;29;8;24;1;14;1;1;137;220;110;9;20;59;162;31;10;22;95;7;1011
"314000 Mariana";107;258;39;121;54;69;11;8;551;474;369;63;103;310;832;85;30;91;491;70;4136
"314010 Marilac";7;21;2;3;-;1;2;-;17;15;12;2;2;4;56;10;-;2;24;1;181
"314015 Mário Campos";37;48;-;-;16;10;25;-;51;37;42;5;8;24;185;36;6;5;55;14;604
"314020 Maripá de Minas";6;21;2;23;1;10;1;1;52;28;17;3;4;19;29;1;3;2;19;6;248
"314030 Marliéria";11;24;1;9;1;10;2;-;30;18;14;2;8;10;48;6;4;2;34;2;236
"314040 Marmelópolis";9;13;-;1;-;-;-;-;26;9;16;3;4;10;37;2;-;3;11;-;144
"314050 Martinho Campos";39;57;16;63;4;10;6;-;98;136;58;3;13;85;104;10;2;9;71;5;789
"314053 Martins Soares";33;46;4;19;4;8;-;-;80;37;64;49;6;34;99;12;2;5;66;1;569
"314055 Mata Verde";25;13;2;5;2;2;3;-;35;25;19;1;7;22;104;6;3;4;62;6;346
"314060 Materlândia";24;5;11;11;-;5;3;-;61;81;26;-;7;24;70;19;3;4;50;3;407
"314070 Mateus Leme";371;125;21;71;14;28;60;2;252;71;180;22;18;99;342;53;21;11;184;23;1968
"317150 Mathias Lobato";9;12;4;8;2;3;2;-;17;7;18;3;3;7;27;15;2;-;19;-;158
"314080 Matias Barbosa";39;123;6;13;3;40;5;1;135;44;81;25;14;71;127;25;7;5;98;26;888
"314085 Matias Cardoso";38;22;2;3;1;9;1;-;30;23;44;10;6;19;89;8;6;3;29;10;353
"314090 Matipó";239;86;21;161;3;28;20;2;116;136;138;24;13;198;287;30;1;9;145;16;1673
"314100 Mato Verde";26;22;5;7;4;7;2;-;53;61;81;20;9;49;114;13;7;2;55;28;565
"314110 Matozinhos";108;212;28;59;13;30;7;-;189;168;206;35;15;204;425;52;17;18;248;46;2080
"314120 Matutina";4;9;5;4;-;2;-;-;13;29;9;-;-;15;21;2;-;1;19;8;141
"314130 Medeiros";13;10;-;1;6;4;-;-;31;35;18;2;4;13;25;1;-;1;27;-;191
"314140 Medina";216;58;15;146;-;44;1;4;204;213;189;19;7;167;253;22;5;8;207;5;1783
"314150 Mendes Pimentel";68;27;4;29;-;2;-;-;96;95;17;2;14;16;64;5;1;3;37;1;481
"314160 Mercês";71;74;38;205;5;33;5;3;144;132;50;24;15;80;63;7;3;7;103;4;1066
"314170 Mesquita";26;37;1;5;4;3;1;1;40;24;22;5;5;19;69;9;2;6;40;4;323
"314180 Minas Novas";201;99;26;245;93;100;7;5;297;333;432;66;14;252;377;42;7;39;471;59;3165
"314190 Minduri";4;15;5;20;1;6;11;1;62;35;26;5;4;20;54;3;2;5;22;1;302
"314200 Mirabela";273;32;38;85;-;19;3;-;185;183;98;12;7;128;194;12;27;16;49;11;1372
"314210 Miradouro";12;60;3;13;-;6;-;2;68;65;35;5;6;28;62;8;-;12;64;32;481
"314220 Miraí";137;106;17;67;10;12;30;-;204;248;77;15;20;116;80;14;4;13;93;18;1281
"314225 Miravânia";24;14;11;4;-;7;1;-;13;16;16;6;5;12;46;10;2;1;13;-;201
"314230 Moeda";9;53;2;19;4;1;3;-;38;32;26;3;9;32;35;3;3;2;25;2;301
"314240 Moema";55;39;7;17;4;12;3;-;52;59;45;4;6;20;56;3;6;6;71;5;470
"314250 Monjolos";1;16;-;-;2;2;-;-;13;4;8;1;3;10;31;3;2;2;17;3;118
"314260 Monsenhor Paulo";68;23;10;34;-;8;-;1;101;81;72;9;9;70;84;9;8;8;32;4;631
"314270 Montalvânia";98;23;28;55;2;39;1;1;131;220;116;104;10;141;213;10;2;23;70;6;1293
"314280 Monte Alegre de Minas";23;81;32;18;14;8;1;2;74;271;138;11;9;58;312;15;8;7;97;10;1189
"314290 Monte Azul";90;89;24;169;29;31;1;2;276;66;228;27;16;134;290;124;4;41;103;24;1768
"314300 Monte Belo";46;85;15;85;13;28;-;1;88;156;111;5;17;106;132;11;3;27;59;15;1003
"314310 Monte Carmelo";377;120;15;77;28;32;7;3;485;753;367;36;31;238;610;47;9;35;295;21;3586
"314315 Monte Formoso";24;12;2;-;2;1;-;-;27;33;36;1;3;16;72;11;-;2;52;8;302
"314320 Monte Santo de Minas";98;119;39;70;15;11;5;1;259;368;213;16;14;77;191;8;11;185;74;24;1798
"314340 Monte Sião";49;91;24;27;8;20;5;-;102;82;88;7;20;48;178;21;9;11;101;7;898
"314330 Montes Claros";793;1593;194;386;394;282;97;22;3608;1738;1994;902;477;1197;5342;924;153;244;2529;642;23511
"314345 Montezuma";16;11;2;4;3;8;-;-;46;40;50;17;3;23;91;5;1;11;36;4;371
"314350 Morada Nova de Minas";21;20;3;29;17;6;1;-;70;127;49;10;12;67;75;11;2;4;63;4;591
"314360 Morro da Garça";2;10;-;-;-;4;-;-;19;9;18;1;3;10;31;4;-;-;18;2;131
"314370 Morro do Pilar";7;12;-;2;6;7;1;-;21;3;8;2;3;8;37;5;-;1;30;2;155
"314380 Munhoz";7;23;3;4;-;4;8;-;23;22;24;1;4;13;32;4;1;4;29;4;210
"314390 Muriaé";218;986;66;217;156;104;7;8;1186;713;407;80;115;417;903;165;42;125;676;361;6952
"314400 Mutum";709;135;25;37;11;21;7;-;294;362;165;57;44;210;174;25;12;11;165;20;2484
"314410 Muzambinho";79;112;43;94;22;31;2;-;217;237;203;29;24;150;242;20;4;39;113;17;1678
"314420 Nacip Raydan";-;9;-;4;-;1;-;-;11;4;9;3;3;3;24;2;1;1;12;1;88
"314430 Nanuque";160;110;58;57;5;17;3;3;238;274;171;39;33;212;391;35;8;17;342;40;2213
"314435 Naque";26;39;5;5;2;2;-;-;32;24;25;2;4;18;73;8;1;2;37;2;307
"314437 Natalândia";4;5;-;1;1;7;-;-;8;13;7;1;1;4;43;2;-;1;14;-;112
"314440 Natércia";9;24;-;2;-;5;2;-;21;14;19;2;1;4;19;3;-;-;26;4;155
"314450 Nazareno";22;37;5;9;2;4;-;-;43;24;31;3;7;36;42;8;1;2;41;3;320
"314460 Nepomuceno";71;105;36;107;21;28;3;-;250;275;144;19;30;143;253;25;14;18;118;8;1668
"314465 Ninheira";44;11;5;27;3;8;2;1;61;109;50;9;9;52;106;10;-;15;73;4;599
"314467 Nova Belém";11;12;-;3;-;1;-;-;26;26;16;4;4;13;50;5;-;1;8;2;182
"314470 Nova Era";82;51;11;66;3;24;3;2;137;159;112;22;21;96;179;25;7;57;135;21;1213
"314480 Nova Lima";258;276;43;69;42;113;11;15;556;506;438;116;114;431;819;97;31;53;533;404;4925
"314490 Nova Módica";20;19;-;3;1;10;-;1;21;16;32;1;4;23;37;1;2;4;13;2;210
"314500 Nova Ponte";53;54;16;16;15;11;-;2;103;64;64;12;6;78;151;28;6;35;67;9;790
"314505 Nova Porteirinha";11;42;9;4;14;4;-;1;35;64;44;21;5;23;114;13;3;3;36;3;449
"314510 Nova Resende";126;97;13;4;8;15;-;-;104;55;73;21;16;100;209;17;9;9;111;10;997
"314520 Nova Serrana";92;283;60;31;5;68;14;4;231;231;386;72;96;273;1385;176;42;26;488;86;4049
"313660 Nova União";13;31;2;9;3;5;5;1;41;35;38;13;3;18;70;6;-;4;61;9;367
"314530 Novo Cruzeiro";276;53;30;235;5;47;4;1;162;452;174;7;26;98;270;25;7;13;180;14;2079
"314535 Novo Oriente de Minas";14;31;3;10;-;1;1;-;19;14;37;3;1;19;110;15;1;9;76;5;369
"314537 Novorizonte";13;10;6;16;6;7;-;-;56;43;52;6;3;18;83;8;3;6;51;4;391
"314540 Olaria";8;8;1;5;-;4;1;-;18;14;15;1;9;2;15;3;-;3;21;1;129
"314545 Olhos-d'Água";19;34;2;3;7;4;2;1;41;49;30;9;5;39;82;6;3;7;46;15;404
"314550 Olímpio Noronha";29;16;5;8;2;8;2;-;40;23;14;3;6;17;43;11;1;1;12;1;242
"314560 Oliveira";90;181;23;52;2;31;11;5;290;288;278;50;37;222;372;33;13;60;306;34;2378
"314570 Oliveira Fortes";4;6;-;6;1;2;1;-;21;6;21;5;-;16;13;1;2;1;22;8;136
"314580 Onça de Pitangui";13;31;4;8;1;1;2;-;12;10;9;3;3;4;23;6;-;4;22;1;157
"314585 Oratórios";8;22;4;5;2;4;-;-;22;22;28;2;11;14;46;4;-;17;36;5;252
"314587 Orizânia";26;53;6;16;20;9;4;-;80;68;67;8;4;39;97;11;5;8;79;15;615
"314590 Ouro Branco";76;136;18;36;12;16;7;6;238;136;153;28;24;127;326;23;10;13;156;32;1573
"314600 Ouro Fino";127;118;54;107;18;43;60;3;334;280;227;19;45;233;279;31;14;23;196;9;2220
"314610 Ouro Preto";229;287;61;111;51;100;13;5;643;473;422;95;96;372;705;47;47;34;562;86;4439
"314620 Ouro Verde de Minas";15;20;3;2;4;3;-;-;15;8;9;4;5;7;82;12;4;3;46;4;246
"314625 Padre Carvalho";10;8;9;15;6;4;-;-;77;67;49;14;9;27;87;5;3;3;67;11;471
"314630 Padre Paraíso";146;45;14;95;5;17;2;-;134;212;118;28;21;107;237;23;6;8;181;12;1411
"314655 Pai Pedro";6;16;4;4;-;3;-;1;22;23;43;2;12;15;52;3;7;2;25;7;247
"314640 Paineiras";4;15;3;10;-;-;1;1;25;20;25;1;3;7;21;1;-;-;30;1;168
"314650 Pains";28;64;4;4;-;4;-;1;59;49;61;9;7;42;70;15;7;3;48;9;484
"314660 Paiva";9;10;2;11;6;-;1;-;17;10;6;2;3;9;11;-;1;1;10;1;110
"314670 Palma";30;75;4;39;3;2;2;-;105;125;47;2;11;54;37;5;4;2;21;6;574
"314675 Palmópolis";27;14;1;19;-;3;-;-;46;54;23;1;6;18;77;2;1;1;53;8;354
"314690 Papagaios";26;65;8;11;7;12;11;-;56;40;35;24;9;25;176;19;9;3;136;7;679
"314710 Pará de Minas";241;394;110;52;10;45;29;1;416;358;373;62;121;269;967;114;28;61;608;69;4328
"314700 Paracatu";147;189;111;57;29;73;15;5;515;610;603;219;56;383;1304;209;41;53;707;227;5553
"314720 Paraguaçu";40;110;27;96;8;50;2;2;133;200;144;21;7;150;240;33;14;30;85;11;1403
"314730 Paraisópolis";63;69;41;73;1;5;1;3;167;179;101;23;15;85;161;35;9;29;61;6;1127
"314740 Paraopeba";81;82;19;62;33;30;5;-;281;189;137;26;24;90;299;36;7;36;174;8;1619
"314760 Passa Quatro";37;54;38;26;1;7;2;2;168;161;118;27;25;75;164;24;1;4;79;6;1019
"314770 Passa Tempo";61;43;2;41;4;17;1;-;70;131;58;4;8;75;46;7;-;15;61;19;663
"314780 Passa-Vinte";4;6;1;4;-;1;-;-;11;5;7;2;-;2;17;3;-;2;7;3;75
"314750 Passabém";8;8;-;6;1;-;-;-;18;27;7;6;2;15;12;-;1;2;14;1;128
"314790 Passos";321;744;39;62;17;132;123;7;877;666;556;169;131;328;1270;193;28;81;682;97;6523
"314795 Patis";12;19;3;13;-;2;5;-;34;17;36;3;8;15;46;2;5;2;19;7;248
"314800 Patos de Minas";232;503;99;108;75;121;6;12;685;904;708;117;129;427;1065;158;35;85;917;290;6676
"314810 Patrocínio";153;340;99;79;159;80;28;5;458;642;637;38;98;423;1392;210;42;52;547;164;5646
"314820 Patrocínio do Muriaé";7;46;2;6;6;3;1;-;53;22;15;-;4;14;33;3;-;8;29;14;266
"314830 Paula Cândido";14;55;6;10;10;9;4;1;64;25;58;12;7;37;70;13;3;8;65;4;475
"314840 Paulistas";20;3;4;11;2;5;1;-;42;56;20;-;8;17;42;1;2;1;29;-;264
"314850 Pavão";45;28;10;8;1;3;1;-;44;30;25;4;1;14;56;2;-;1;29;4;306
"314860 Peçanha";114;25;12;42;1;4;3;-;74;184;99;6;5;85;203;17;7;4;81;2;968
"314870 Pedra Azul";329;128;7;42;1;17;1;1;154;286;79;7;9;95;343;30;6;34;229;3;1801
"314875 Pedra Bonita";30;16;5;11;11;6;6;-;38;38;30;6;11;22;73;7;-;8;56;6;380
"314880 Pedra do Anta";11;35;3;3;3;1;4;-;25;26;28;5;8;20;30;9;1;5;40;9;266
"314890 Pedra do Indaiá";9;6;3;8;-;2;-;-;23;22;23;-;2;10;17;2;-;1;17;4;149
"314900 Pedra Dourada";9;16;2;4;-;3;3;-;23;19;18;3;3;12;24;4;-;3;21;8;175
"314910 Pedralva";97;39;22;31;3;18;2;-;91;80;89;26;13;42;132;16;2;10;60;3;776
"314915 Pedras de Maria da Cruz";11;68;1;-;1;2;-;-;31;22;43;21;16;39;107;9;2;8;37;15;433
"314920 Pedrinópolis";3;22;5;3;-;1;1;-;18;3;22;-;4;9;16;-;2;3;16;2;130
"314930 Pedro Leopoldo";222;251;16;43;24;35;47;-;245;156;283;43;54;265;606;62;16;27;370;60;2825
"314940 Pedro Teixeira";3;8;1;2;1;5;1;-;7;8;15;3;5;11;13;1;1;-;22;1;108
"314950 Pequeri";6;15;3;29;-;5;5;-;45;18;27;6;4;19;30;7;-;3;16;2;240
"314960 Pequi";17;16;4;4;-;3;-;-;33;13;25;3;4;4;40;3;3;6;33;1;212
"314970 Perdigão";38;19;5;4;-;3;2;2;34;23;35;3;7;21;104;12;4;1;38;11;366
"314980 Perdizes";143;53;4;50;4;9;3;-;97;376;101;4;5;112;176;4;3;5;82;4;1235
"314990 Perdões";67;87;23;43;17;17;5;1;169;197;141;29;21;150;112;11;9;13;74;19;1205
"314995 Periquito";14;19;-;2;6;3;1;-;38;34;28;6;10;18;92;11;-;4;53;2;341
"315000 Pescador";24;9;-;4;1;-;-;-;19;13;22;-;-;14;62;6;2;1;25;-;202
"315010 Piau";10;35;1;1;-;5;-;1;27;19;21;2;3;10;8;1;-;4;13;6;167
"315015 Piedade de Caratinga";25;48;4;2;4;3;1;-;31;41;29;5;-;29;100;13;1;3;69;9;417
"315020 Piedade de Ponte Nova";4;26;3;4;-;4;-;-;19;13;15;1;4;15;31;1;-;6;16;1;163
"315030 Piedade do Rio Grande";12;28;2;24;2;6;-;-;56;56;18;3;9;20;46;6;5;9;29;1;332
"315040 Piedade dos Gerais";12;21;1;5;7;2;-;-;23;21;17;1;5;10;39;10;1;2;29;5;211
"315050 Pimenta";41;38;12;18;2;12;1;-;91;63;52;7;8;28;64;4;3;12;73;4;533
"315053 Pingo-d'Água";15;20;-;7;2;6;-;1;28;14;18;7;2;15;56;5;-;3;30;-;229
"315057 Pintópolis";13;30;8;3;1;-;-;-;38;33;30;6;7;26;112;7;-;4;49;6;373
"315060 Piracema";15;31;6;8;2;4;2;-;49;58;52;12;3;30;43;13;2;3;38;6;377
"315070 Pirajuba";7;18;4;5;5;1;-;-;20;11;25;1;3;14;55;5;2;1;11;1;189
"315080 Piranga";91;61;17;76;16;15;3;-;173;213;33;16;20;79;142;20;4;9;102;7;1097
"315090 Piranguçu";17;25;4;10;1;5;-;-;43;41;27;14;2;23;53;5;4;10;40;5;329
"315100 Piranguinho";24;33;4;6;-;9;-;-;87;58;61;11;12;44;93;15;2;13;57;2;531
"315110 Pirapetinga";44;103;17;38;2;6;-;1;117;121;57;9;13;111;20;7;2;2;66;13;749
"315120 Pirapora";172;223;29;79;63;66;45;4;437;378;433;103;76;272;768;54;7;71;404;131;3815
"315130 Piraúba";38;36;14;26;6;9;-;1;93;60;53;23;16;49;105;6;6;16;64;2;623
"315140 Pitangui";89;100;44;79;-;32;20;2;154;220;108;45;23;88;204;48;3;10;148;20;1437
"315150 Piumhi";290;224;60;189;27;87;6;6;507;558;352;40;65;232;492;32;8;53;483;30;3741
"315160 Planura";19;45;2;3;14;7;4;1;64;38;46;4;7;38;71;8;4;8;57;4;444
"315170 Poço Fundo";159;53;19;23;16;38;-;1;136;190;80;11;11;115;102;4;8;8;68;37;1079
"315180 Poços de Caldas";676;865;39;66;166;100;6;4;996;449;832;59;134;411;1314;210;54;162;903;133;7579
"315190 Pocrane";75;51;4;7;1;9;2;-;34;29;46;7;3;34;42;2;3;5;49;7;410
"315200 Pompéu";58;113;25;62;133;20;2;2;243;209;171;32;42;214;447;45;9;32;240;90;2189
"315210 Ponte Nova";141;370;56;93;13;56;8;1;317;274;301;51;73;261;540;75;23;214;371;59;3297
"315213 Ponto Chique";6;19;1;3;1;3;1;1;28;23;18;4;7;14;68;3;2;4;30;19;255
"315217 Ponto dos Volantes";65;27;8;15;1;7;1;-;70;61;58;3;5;49;165;17;2;4;129;16;703
"315220 Porteirinha";137;114;72;50;3;37;5;2;237;293;293;111;57;276;348;41;13;22;254;85;2450
"315230 Porto Firme";30;55;4;8;27;6;3;-;84;60;56;13;21;64;109;21;6;14;72;16;669
"315240 Poté";154;39;9;71;3;6;-;-;150;126;50;5;11;112;129;18;1;7;94;11;996
"315250 Pouso Alegre";515;437;32;82;81;106;67;3;734;585;634;96;104;416;1042;170;69;50;677;118;6018
"315260 Pouso Alto";35;29;8;20;38;7;4;1;56;63;59;13;6;49;66;13;5;6;38;3;519
"315270 Prados";28;40;9;33;3;6;-;-;98;95;40;7;7;82;68;9;4;14;43;2;588
"315280 Prata";118;181;37;51;20;15;2;4;131;203;178;12;23;180;354;34;7;14;154;9;1727
"315290 Pratápolis";64;50;1;7;7;15;2;-;73;52;33;9;10;32;44;11;5;59;30;6;510
"315300 Pratinha";8;21;1;1;1;-;1;1;13;7;12;-;2;6;32;3;1;-;18;4;132
"315310 Presidente Bernardes";7;25;8;24;1;3;-;-;60;71;30;3;7;13;41;5;1;12;33;7;351
"315320 Presidente Juscelino";3;18;1;-;2;5;-;-;31;18;16;3;5;13;41;2;-;3;23;1;185
"315330 Presidente Kubitschek";12;4;2;8;5;1;-;1;29;18;18;1;-;8;62;5;3;4;24;14;219
"315340 Presidente Olegário";73;53;28;20;11;12;5;1;81;86;88;16;15;69;150;19;5;10;111;32;885
"315360 Prudente de Morais";24;52;6;7;4;13;1;-;79;69;45;9;11;42;131;11;2;6;82;17;611
"315370 Quartel Geral";8;8;7;19;3;4;-;-;19;46;24;2;2;19;33;7;2;3;17;-;223
"315380 Queluzito";8;7;3;5;1;-;-;-;15;19;15;-;1;2;13;1;-;1;3;7;101
"315390 Raposos";54;37;8;20;14;20;8;-;121;81;89;18;12;74;151;26;8;8;122;58;929
"315400 Raul Soares";68;114;34;153;8;28;4;2;279;178;140;17;46;110;204;26;4;24;151;27;1617
"315410 Recreio";73;75;12;56;3;5;1;-;194;156;43;28;13;78;66;3;6;16;54;14;896
"315415 Reduto";16;44;2;3;6;1;5;-;37;34;53;16;1;29;97;13;1;4;48;8;418
"315420 Resende Costa";44;27;6;84;6;11;-;-;120;242;88;10;8;113;115;12;2;7;84;3;982
"315430 Resplendor";205;73;7;94;38;16;4;1;223;433;177;46;36;214;212;33;2;14;187;7;2022
"315440 Ressaquinha";9;20;1;-;7;6;3;-;32;24;27;5;4;13;58;7;3;4;20;-;243
"315445 Riachinho";1;17;8;-;1;2;-;-;22;17;47;1;1;6;67;6;-;-;10;3;209
